20,8.5,3,None,None
27,7.0,4,None,None
33,9.0,5,None,None
39,8.0,6,None,None
44,1.9,7,None,None
52,2.0,8,None,None
69,3.2,10,None,None
76,3.5,11,None,None
83,3.5,12,None,None
734,0.0,16,None,None
735,0.0,16,None,None
743,0.0,16,None,None
2320,0.6,429,None,None
744,0.0,16,None,None
72,0.5,10,None,None
79,0.5,11,None,None
86,0.5,12,None,None
745,0.0,16,None,None
71,1.8,10,None,None
78,1.8,11,None,None
85,1.8,12,None,None
746,0.0,16,None,None
8,0.12,1,None,None
24,0.25,3,None,None
47,0.07,7,None,None
55,0.05,8,None,None
63,0.05,9,None,None
73,0.1,10,None,None
80,0.4,11,None,None
87,0.4,12,None,None
95,0.12,13,None,None
110,0.25,15,None,None
68,6.0,10,None,None
75,6.0,11,None,None
82,10.0,12,None,None
749,0.0,16,None,None
798,0.0,16,None,None
800,0.0,16,None,None
801,0.0,16,None,None
3,0.008,1,None,None
802,0.0,16,None,None
803,0.0,16,None,None
804,0.0,16,None,None
805,0.0,16,None,None
806,0.0,16,None,None
807,0.0,16,None,None
808,0.0,16,None,None
809,0.0,16,None,None
810,0.0,16,None,None
811,0.0,16,None,None
3003,0.0,16,121,None
2327,0.6,430,None,None
2334,0.6,431,None,None
814,0.0,16,None,None
74,75.0,11,None,None
81,75.0,12,None,None
88,225.0,13,None,None
97,180.0,14,None,None
104,230.0,15,None,None
728,0.0,16,None,None
1120,255.0,257,None,None
1124,75.0,258,None,None
1132,75.0,259,None,None
3004,0.0,16,122,None
3005,0.0,16,123,None
3009,0.0,16,127,None
3010,0.0,16,128,None
3011,0.0,16,129,None
2737,0.0,16,None,None
2741,0.0,16,None,None
2743,0.0,16,None,None
2748,0.0,16,None,None
2777,0.0,16,None,None
3016,0.0,16,134,None
3017,0.0,16,135,None
4379,60.0,4,134,None
4381,2.5,4,146,None
4383,0.25,4,155,None
4495,120.0,3,119,None
4497,2.5,3,146,None
4499,1.0,3,152,None
4501,0.25,3,155,None
4606,100.0,9,119,None
4608,4.0,9,149,None
4610,0.6,9,154,None
4636,25.0,2,134,None
4638,4.0,2,149,None
4640,0.07,2,155,None
4642,30.0,2,162,None
4658,15.0,7,134,None
4660,4.0,7,149,None
4662,0.07,7,155,None
4664,30.0,7,162,None
4673,1.8,3,137,None
4675,0.3,3,152,None
4677,0.06,3,155,None
4679,30.0,3,162,None
4744,40.0,3,130,None
4746,1.8,3,137,None
4748,1.5,3,149,None
4750,0.3,3,154,None
4752,30.0,3,162,None
4762,250.0,12,119,None
4764,5.3,12,137,None
4766,4.5,12,149,None
4768,0.25,12,155,None
4806,60.0,3,135,None
4808,0.1,3,147,None
4810,0.3,3,152,None
4812,0.12,3,155,None
4814,30.0,3,162,None
6130,4.5,14,149,None
6132,0.1,14,155,None
6134,1800.0,14,158,None
6136,20.0,14,162,None
6138,3.0,14,136,None
6140,0.22,14,147,None
6142,0.6,14,152,None
6144,0.004,14,157,None
6146,0.7,14,159,None
6223,75.0,14,119,None
6225,3500.0,14,138,None
6227,4.5,14,149,None
6229,0.1,14,155,None
6231,1800.0,14,158,None
6233,20.0,14,162,None
6262,4.0,9,137,None
6264,0.4,9,152,None
6266,0.1,9,155,None
6268,0.5,9,159,None
6292,6.5,13,137,None
6294,1.0,13,152,None
6296,0.2,13,155,None
6298,1800.0,13,158,None
6300,25.0,13,162,None
6302,60.0,1,134,None
6304,0.5,1,146,None
6306,0.6,1,152,None
6308,0.008,1,157,None
6310,0.5,1,159,None
6312,120.0,13,124,None
6314,6.5,13,137,None
6316,4.5,13,149,None
6318,1.0,13,154,None
6320,0.004,13,157,None
6322,0.5,13,159,None
6325,4.5,13,149,None
6327,1.0,13,154,None
6329,0.004,13,157,None
6331,0.5,13,159,None
6344,4.0,9,137,None
6346,0.4,9,152,None
6348,0.1,9,155,None
6350,1800.0,9,158,None
6352,10.0,9,162,None
6365,4.5,522,149,None
6367,1.0,522,154,None
6369,0.004,522,157,None
6371,0.5,522,159,None
6384,6.5,3,137,None
6386,1.0,3,152,None
6388,0.2,3,155,None
6390,1800.0,3,158,None
6392,50.0,3,162,None
6393,60.0,1,134,None
6395,0.6,1,146,None
6397,0.6,1,152,None
6399,0.008,1,157,None
6401,0.5,1,159,None
6896,75.0,16,119,None
6898,3500.0,16,138,None
6900,4.5,16,149,None
6902,0.12,16,155,None
6904,2.0,16,158,None
6906,10.0,16,162,None
6961,240.0,1,119,None
6963,4.1,1,137,None
6965,4.5,1,149,None
6967,0.12,1,155,None
6969,1800.0,1,158,None
6971,5.0,1,162,None
7060,1.0,16,136,None
7062,0.22,16,147,None
7064,0.6,16,152,None
7066,0.004,16,157,None
7068,0.7,16,159,None
7071,180.0,3,135,None
7073,0.5,3,147,None
7075,1.0,3,152,None
7077,0.12,3,155,None
7079,1800.0,3,158,None
7081,50.0,3,162,None
7290,0.6,16,152,None
7292,0.004,16,157,None
7294,0.5,16,159,None
7307,225.0,5,119,None
7309,6.5,5,137,None
7311,4.5,5,149,None
7313,0.12,5,155,None
7315,2.0,5,158,None
7317,15.0,5,162,None
7361,75.0,16,119,None
7363,3500.0,16,138,None
7365,4.5,16,149,None
7367,0.1,16,155,None
7369,1800.0,16,158,None
7371,20.0,16,162,None
3006,0.0,16,124,None
747,0.0,16,None,None
939,0.4,220,None,None
945,0.4,221,None,None
951,0.4,222,None,None
957,0.4,223,None,None
963,0.1,224,None,None
971,0.4,225,None,None
1554,0.25,321,None,None
815,0.0,16,None,None
3008,0.0,16,126,None
4387,2.5,4,146,None
4389,0.25,4,155,None
4391,3.5,8,137,None
4393,0.6,8,152,None
4395,0.1,8,155,None
4410,130.0,8,119,None
4412,4.0,8,149,None
4414,0.6,8,154,None
4417,60.0,4,134,None
4419,2.5,4,146,None
4421,0.25,4,155,None
4422,3.8,9,137,None
4424,0.6,9,152,None
2736,0.0,16,None,None
2738,0.0,16,None,None
2747,0.0,16,None,None
2751,0.0,16,None,None
2752,0.0,16,None,None
2757,0.0,16,None,None
2761,0.0,16,None,None
2764,0.0,16,None,None
2765,0.0,16,None,None
2767,0.0,16,None,None
2769,0.0,16,None,None
2773,0.0,16,None,None
2776,0.0,16,None,None
2780,0.0,16,None,None
4426,0.1,9,155,None
4428,6.0,9,149,None
4430,0.7,9,154,None
4437,240.0,1,119,None
4439,4.2,1,137,None
4441,0.6,1,152,None
4443,0.008,1,157,None
4455,55.0,4,134,None
4457,2.5,4,146,None
4459,0.25,4,155,None
4468,245.0,4,119,None
4470,5.2,4,137,None
4472,0.6,4,152,None
4474,120.0,3,119,None
4476,4.5,3,149,None
4478,1.0,3,154,None
4480,50.0,3,162,None
4482,60.0,1,134,None
4484,0.5,1,146,None
4486,0.12,1,155,None
4488,1.0,1,162,None
4489,245.0,1,119,None
4491,5.2,1,137,None
4493,0.6,1,152,None
4504,60.0,1,134,None
4506,0.5,1,146,None
4508,0.12,1,155,None
4511,60.0,1,134,None
4513,0.5,1,146,None
4515,0.12,1,155,None
4517,120.0,3,119,None
4519,4.5,3,149,None
4521,1.0,3,154,None
4523,40.0,3,162,None
4534,15.0,7,134,None
4536,0.8,7,146,None
4538,0.6,7,152,None
4540,0.008,7,157,None
4543,20.0,1,134,None
4545,0.8,1,146,None
4547,0.2,1,152,None
4549,0.008,1,157,None
4551,85.0,7,119,None
4553,2.2,7,137,None
4555,6.0,7,149,None
4557,0.07,7,155,None
4559,30.0,7,162,None
4578,225.0,16,119,None
4580,3.7,16,137,None
4582,4.5,16,149,None
4584,0.12,16,155,None
4586,40.0,16,162,None
4587,80.0,2,119,None
4589,1.8,2,137,None
4591,1.5,2,149,None
4593,0.03,2,155,None
4595,30.0,2,162,None
4597,75.0,1,134,None
4599,0.5,1,146,None
4601,0.1,1,152,None
4603,0.12,1,155,None
4605,30.0,1,162,None
4613,25.0,7,134,None
4615,4.0,7,149,None
4617,0.07,7,155,None
4619,30.0,7,162,None
4666,60.0,1,134,None
4668,0.5,1,146,None
4670,0.12,1,155,None
4704,1.8,3,137,None
4706,0.3,3,152,None
4708,0.08,3,155,None
4710,20.0,3,162,None
4711,120.0,3,119,None
4713,4.5,3,149,None
4715,1.0,3,154,None
4717,50.0,3,162,None
4736,20.0,3,135,None
4738,0.1,3,147,None
4740,0.3,3,152,None
4742,0.008,3,157,None
4745,60.0,3,135,None
4747,0.1,3,147,None
4749,0.3,3,152,None
4751,0.08,3,157,None
4763,50.0,12,134,None
4765,2.5,12,146,None
4767,0.5,12,152,None
4805,40.0,3,130,None
4807,1.8,3,137,None
4809,1.5,3,149,None
4811,0.3,3,154,None
4813,0.08,3,157,None
6224,8.0,14,136,None
6226,0.22,14,147,None
6228,0.6,14,152,None
6230,0.004,14,157,None
6232,0.5,14,159,None
6263,4.0,9,149,None
6265,0.6,9,154,None
6267,1800.0,9,158,None
6269,10.0,9,162,None
6293,4.5,13,149,None
6295,1.0,13,154,None
6297,0.004,13,157,None
6299,0.5,13,159,None
6301,240.0,1,119,None
6303,4.1,1,137,None
6305,4.5,1,149,None
6307,0.12,1,155,None
6309,1800.0,1,158,None
6311,10.0,1,162,None
6313,180.0,13,135,None
6315,2.5,13,147,None
6317,1.0,13,152,None
6319,0.2,13,155,None
6321,1800.0,13,158,None
6323,25.0,13,162,None
6324,6.5,13,137,None
3007,0.0,16,125,None
816,0.0,16,None,None
3012,0.0,16,130,None
3013,0.0,16,131,None
3015,0.0,16,133,None
4404,240.0,4,119,None
4406,4.7,4,137,None
4408,0.6,4,152,None
4432,3.8,9,137,None
2739,0.0,16,None,None
2742,0.0,16,None,None
2753,0.0,16,None,None
2755,0.0,16,None,None
2763,0.0,16,None,None
2772,0.0,16,None,None
2774,0.0,16,None,None
4434,0.6,9,152,None
4436,0.1,9,155,None
4444,240.0,1,119,None
4446,60.0,1,134,None
4448,0.5,1,146,None
4450,0.6,1,152,None
4452,0.008,1,157,None
4461,60.0,1,134,None
4463,0.5,1,146,None
4465,0.12,1,155,None
4467,1.0,1,162,None
4524,85.0,7,119,None
4526,2.2,7,137,None
4528,6.0,7,149,None
4530,0.07,7,155,None
4532,30.0,7,162,None
4560,80.0,1,119,None
4562,2.4,1,137,None
4564,3.0,1,149,None
4566,0.07,1,155,None
4568,30.0,1,162,None
4621,50.0,7,134,None
4623,1.6,7,146,None
4625,0.14,7,155,None
4627,20.0,2,134,None
4629,0.1,2,146,None
4631,0.2,2,152,None
4633,0.008,2,157,None
4643,250.0,11,119,None
4645,4.5,11,137,None
4647,0.5,11,152,None
4688,245.0,1,119,None
4690,5.5,1,137,None
4692,0.6,1,152,None
4694,0.008,1,157,None
4753,40.0,3,130,None
4755,1.8,3,137,None
4757,1.5,3,149,None
4759,0.3,3,154,None
4761,30.0,3,162,None
4770,60.0,3,135,None
4772,0.1,3,147,None
4774,0.3,3,152,None
4776,0.12,3,155,None
4778,30.0,3,162,None
4780,60.0,1,134,None
4782,0.5,1,146,None
4784,0.12,1,155,None
4786,8.0,1,162,None
4815,40.0,3,130,None
4817,1.8,3,137,None
4819,1.5,3,149,None
4821,0.3,3,154,None
4823,0.08,3,157,None
6326,1.0,13,152,None
6328,0.2,13,155,None
6330,1800.0,13,158,None
6332,50.0,13,162,None
6345,4.0,9,149,None
6347,0.6,9,154,None
6349,0.004,9,157,None
6351,0.5,9,159,None
6364,6.5,522,137,None
6366,1.0,522,152,None
6368,0.2,522,155,None
6370,1800.0,522,158,None
6372,50.0,522,162,None
6385,4.5,3,149,None
6387,1.0,3,154,None
6389,0.004,3,157,None
6391,0.5,3,159,None
6394,4.1,1,137,None
6396,4.5,1,149,None
6398,0.12,1,155,None
6400,1800.0,1,158,None
6402,10.0,1,162,None
6897,3.0,16,136,None
6899,0.22,16,147,None
6901,0.6,16,152,None
6903,0.004,16,157,None
6905,0.7,16,159,None
6962,60.0,1,134,None
6964,0.5,1,146,None
6966,0.6,1,152,None
6968,0.008,1,157,None
6970,0.5,1,159,None
7059,75.0,16,119,None
7061,3500.0,16,138,None
7063,4.5,16,149,None
7065,0.1,16,155,None
7067,2.0,16,158,None
7069,10.0,16,162,None
7070,120.0,3,130,None
7072,5.7,3,137,None
7074,4.5,3,149,None
7076,1.0,3,154,None
7078,0.25,3,157,None
7080,0.5,3,159,None
7393,75.0,16,119,None
7395,3500.0,16,138,None
7397,4.5,16,149,None
7399,0.1,16,155,None
7401,2.0,16,158,None
7403,15.0,16,162,None
7405,8.0,16,136,None
7407,0.22,16,147,None
7409,0.6,16,152,None
7411,0.004,16,157,None
7413,0.5,16,159,None
7416,1.0,16,136,None
7418,0.22,16,147,None
7420,0.6,16,152,None
7422,0.004,16,157,None
7424,0.7,16,159,None
7438,60.0,1,134,None
7440,0.5,1,146,None
7442,0.6,1,152,None
7444,0.008,1,157,None
7446,0.5,1,159,None
7448,75.0,16,119,None
7450,3500.0,16,138,None
7452,4.5,16,149,None
7454,0.1,16,155,None
7456,2.0,16,158,None
7458,15.0,16,162,None
7480,225.0,5,119,None
7482,6.5,5,137,None
7484,4.5,5,149,None
7486,0.12,5,155,None
7488,2.0,5,158,None
7490,15.0,5,162,None
7523,245.0,16,119,None
7525,5.5,16,137,None
7527,4.5,16,149,None
7529,0.12,16,155,None
7531,2.0,16,158,None
7533,15.0,16,162,None
7534,75.0,16,124,None
7536,3500.0,16,138,None
7538,4.5,16,149,None
7540,0.1,16,155,None
3018,0.0,16,136,None
817,0.0,16,None,None
2740,0.0,16,None,None
3020,0.0,16,138,None
3025,0.0,16,143,None
3027,0.0,16,145,None
3028,0.0,16,146,None
3033,0.0,16,151,None
2745,0.0,16,None,None
2750,0.0,16,None,None
2754,0.0,16,None,None
2756,0.0,16,None,None
2775,0.0,16,None,None
3035,0.0,16,153,None
3043,0.0,16,161,None
3044,0.0,16,162,None
3071,90.0,9,135,None
3073,1.4,9,147,None
3075,0.25,9,155,None
3077,50.0,12,134,None
3079,2.5,12,146,None
3081,0.6,12,152,None
3083,5.0,12,162,None
3101,60.0,16,134,None
3103,0.5,16,146,None
3105,0.12,16,155,None
3107,5.0,16,162,None
3117,25.0,16,134,None
3119,0.4,16,146,None
3121,0.08,16,155,None
3123,5.0,16,162,None
3143,60.0,1,134,None
3145,0.5,1,146,None
3147,0.12,1,155,None
3149,5.0,1,162,None
3150,225.0,5,120,None
3152,5.5,5,137,None
3154,4.5,5,149,None
3156,0.25,5,155,None
3167,15.0,1,134,None
3169,0.7,1,146,None
3171,0.3,1,152,None
3173,0.008,1,157,None
3193,120.0,3,120,None
3195,2.5,3,146,None
3197,0.6,3,152,None
3199,0.008,3,157,None
3202,75.0,5,134,None
3204,1.5,5,146,None
3206,0.6,5,152,None
3208,0.008,5,157,None
3219,85.0,7,122,None
3221,2.2,7,137,None
3223,6.0,7,149,None
3225,0.07,7,155,None
3227,5.0,7,162,None
3228,85.0,7,120,None
3230,2.2,7,137,None
3232,6.0,7,149,None
3234,0.07,7,155,None
3236,5.0,7,162,None
3256,35.0,8,134,None
3258,0.7,8,146,None
3260,0.1,8,152,None
3262,0.008,8,157,None
3265,35.0,8,134,None
3267,0.7,8,146,None
3269,0.1,8,152,None
3271,0.008,8,157,None
3273,85.0,7,120,None
3275,2.2,7,137,None
3277,6.0,7,149,None
3279,0.07,7,155,None
3281,5.0,7,162,None
3282,85.0,7,120,None
3284,2.2,7,137,None
3286,6.0,7,149,None
3288,0.12,7,155,None
3290,5.0,7,162,None
4405,60.0,4,134,None
4407,2.5,4,146,None
4409,0.25,4,155,None
4433,6.0,9,149,None
4435,0.7,9,154,None
4445,240.0,1,120,None
4447,5.5,1,137,None
4449,4.5,1,149,None
4451,0.12,1,155,None
4453,30.0,1,162,None
4460,240.0,1,119,None
4462,4.2,1,137,None
4464,0.6,1,152,None
4466,0.008,1,157,None
4525,15.0,7,134,None
4527,0.8,7,146,None
4529,0.6,7,152,None
4531,0.008,7,157,None
4561,20.0,1,134,None
4563,0.8,1,146,None
4565,0.2,1,152,None
4567,0.008,1,157,None
4620,150.0,7,119,None
4622,4.6,7,137,None
4624,8.0,7,149,None
4626,80.0,2,119,None
4628,1.8,2,137,None
4630,1.5,2,149,None
4632,0.03,2,155,None
4634,30.0,2,162,None
4644,50.0,11,134,None
4646,4.5,11,149,None
4648,0.25,11,155,None
4689,55.0,1,134,None
4691,0.5,1,146,None
4693,0.12,1,155,None
4695,8.0,1,162,None
4754,60.0,3,135,None
4756,0.1,3,147,None
4758,0.3,3,152,None
4760,0.08,3,157,None
4769,40.0,3,130,None
4771,1.8,3,137,None
4773,1.5,3,149,None
4775,0.3,3,154,None
4777,0.08,3,157,None
4779,240.0,1,119,None
4781,4.1,1,137,None
4783,0.6,1,152,None
4785,0.008,1,157,None
4816,60.0,3,135,None
4818,0.1,3,147,None
4820,0.3,3,152,None
4822,0.12,3,155,None
4824,30.0,3,162,None
6403,75.0,14,119,None
6405,3500.0,14,138,None
6407,0.6,14,152,None
6409,0.004,14,157,None
6411,0.5,14,159,None
6414,180.0,3,135,None
6416,2.5,3,147,None
6418,1.0,3,152,None
6420,0.2,3,155,None
6422,1800.0,3,158,None
6424,25.0,3,162,None
6425,6.5,3,137,None
6427,1.0,3,152,None
6429,0.2,3,155,None
6431,1800.0,3,158,None
6433,50.0,3,162,None
6468,4.0,9,149,None
6470,0.6,9,154,None
6472,0.004,9,157,None
6474,0.5,9,159,None
6488,90.0,9,135,None
6490,1.4,9,147,None
6492,0.4,9,152,None
3019,0.0,16,137,None
3037,0.0,16,155,None
898,0.22,214,None,None
961,0.22,224,None,None
883,0.22,212,None,None
818,0.0,16,None,None
826,0.0,16,None,None
833,255.0,204,None,None
3041,0.0,16,159,None
877,1.2,211,None,None
965,0.22,206,None,None
857,0.22,208,None,None
819,255.0,203,None,None
834,240.0,205,None,None
841,75.0,206,None,None
3045,0.0,16,163,None
3055,60.0,16,134,None
837,0.5,205,None,None
850,0.5,207,None,None
822,0.5,203,None,None
847,255.0,207,None,None
854,75.0,208,None,None
861,255.0,209,None,None
3057,0.5,16,146,None
870,1.2,210,None,None
890,0.5,213,None,None
868,75.0,210,None,None
874,75.0,211,None,None
880,75.0,212,None,None
3059,0.12,16,155,None
858,2.2,208,None,None
878,1.8,211,None,None
884,2.2,212,None,None
887,255.0,213,None,None
894,75.0,214,None,None
902,75.0,215,None,None
3061,5.0,16,162,None
899,1.8,214,None,None
906,1.8,215,None,None
912,1.8,216,None,None
908,75.0,216,None,None
914,255.0,217,None,None
921,75.0,218,None,None
927,265.0,219,None,None
934,75.0,220,None,None
940,75.0,221,None,None
938,1.8,220,None,None
946,75.0,222,None,None
3093,60.0,16,134,None
944,1.8,221,None,None
950,1.8,222,None,None
956,1.8,223,None,None
952,75.0,223,None,None
958,75.0,224,None,None
966,75.0,225,None,None
3095,0.5,16,146,None
962,1.8,224,None,None
972,75.0,226,None,None
3097,0.12,16,155,None
2744,0.0,16,None,None
3099,5.0,16,162,None
3124,235.0,5,120,None
871,3.5,210,None,None
823,0.6,203,None,None
830,0.6,204,None,None
3126,4.3,5,137,None
3128,4.5,5,149,None
3130,0.12,5,155,None
838,0.8,205,None,None
851,0.6,207,None,None
865,0.6,209,None,None
3132,50.0,5,162,None
3175,85.0,1,120,None
3177,2.0,1,137,None
3179,1.5,1,149,None
891,0.6,213,None,None
918,0.6,217,None,None
3181,0.14,1,155,None
3183,5.0,1,162,None
3291,85.0,7,120,None
3293,2.2,7,137,None
3295,6.0,7,149,None
931,0.6,219,None,None
844,2.2,206,None,None
872,1.8,210,None,None
3297,0.15,7,155,None
925,1.8,218,None,None
970,1.8,225,None,None
824,0.12,203,None,None
831,0.12,204,None,None
839,0.12,205,None,None
845,0.1,206,None,None
852,0.12,207,None,None
859,0.1,208,None,None
866,0.12,209,None,None
873,0.4,210,None,None
879,0.4,211,None,None
885,100.0,212,None,None
892,0.12,213,None,None
900,0.1,214,None,None
907,0.4,215,None,None
913,0.4,216,None,None
919,0.12,217,None,None
926,0.4,218,None,None
932,0.12,219,None,None
825,0.008,203,None,None
832,0.008,204,None,None
840,0.008,205,None,None
846,0.003,206,None,None
853,0.008,207,None,None
860,0.003,208,None,None
867,0.008,209,None,None
886,0.003,212,None,None
893,0.008,213,None,None
901,0.003,214,None,None
920,0.008,217,None,None
933,0.008,219,None,None
964,0.003,224,None,None
820,45.0,203,None,None
821,5.2,203,None,None
828,4.2,204,None,None
836,3.5,205,None,None
843,3.5,206,None,None
849,5.6,207,None,None
856,3.5,208,None,None
863,5.6,209,None,None
876,3.5,211,None,None
882,3.5,212,None,None
889,4.2,213,None,None
896,3.2,214,None,None
904,3.5,215,None,None
910,3.5,216,None,None
916,5.6,217,None,None
923,3.5,218,None,None
929,5.6,219,None,None
936,3.5,220,None,None
942,3.5,221,None,None
948,3.5,222,None,None
954,3.5,223,None,None
960,3.5,224,None,None
968,3.5,225,None,None
864,0.5,209,None,None
897,75.0,214,None,None
905,1.2,215,None,None
911,1.2,216,None,None
917,0.5,217,None,None
924,1.2,218,None,None
930,0.5,219,None,None
937,1.2,220,None,None
943,1.2,221,None,None
949,1.2,222,None,None
955,1.2,223,None,None
969,1.2,225,None,None
976,1.8,226,None,None
985,75.0,228,None,None
3021,0.0,16,139,None
989,2.0,228,None,None
3042,0.0,16,160,None
3054,240.0,16,120,None
997,0.1,229,None,None
991,0.003,228,None,None
3056,5.5,16,137,None
993,8.0,229,None,None
974,3.5,226,None,None
987,3.7,228,None,None
995,0.22,229,None,None
3058,0.6,16,152,None
3060,0.008,16,157,None
2746,0.0,16,None,None
2749,0.0,16,None,None
2760,0.0,16,None,None
2770,0.0,16,None,None
2771,0.0,16,None,None
3092,240.0,16,120,None
3094,5.5,16,137,None
3096,0.6,16,152,None
3098,0.008,16,157,None
3125,65.0,5,134,None
3127,0.5,5,146,None
3129,0.6,5,152,None
3131,0.01,5,157,None
3176,15.0,1,134,None
3178,0.2,1,146,None
3180,0.3,1,152,None
3182,0.008,1,157,None
3292,15.0,7,134,None
3294,0.1,7,146,None
3296,0.6,7,152,None
3298,0.008,7,157,None
4569,75.0,7,119,None
4571,2.3,7,137,None
4573,4.0,7,149,None
4575,0.07,7,155,None
4577,30.0,7,162,None
4649,80.0,2,119,None
4651,1.8,2,137,None
4653,0.2,2,152,None
4655,0.008,2,157,None
4681,60.0,1,134,None
4683,0.5,1,146,None
4685,0.12,1,155,None
4687,8.0,1,162,None
4697,5.8,3,137,None
4699,1.0,3,152,None
4701,0.25,3,155,None
4719,0.1,3,147,None
4721,0.3,3,152,None
4723,0.08,3,155,None
4725,30.0,3,162,None
4727,15.0,7,135,None
4729,0.8,7,146,None
4731,0.6,7,152,None
4733,0.008,7,157,None
4787,40.0,3,130,None
4789,1.8,3,137,None
4791,1.5,3,149,None
4793,0.3,3,154,None
4795,0.08,3,157,None
4797,245.0,1,119,None
4799,5.5,1,137,None
4801,0.6,1,152,None
4803,0.008,1,157,None
6404,3.0,14,136,None
6406,4.5,14,149,None
6408,0.12,14,155,None
6410,1800.0,14,158,None
6412,10.0,14,162,None
6413,120.0,3,124,None
6415,6.5,3,137,None
6417,4.5,3,149,None
6419,1.0,3,154,None
6421,0.004,3,157,None
6423,0.5,3,159,None
6426,4.5,3,149,None
6428,1.0,3,154,None
6430,0.004,3,157,None
6432,0.5,3,159,None
6467,4.0,9,137,None
6469,0.4,9,152,None
6471,0.1,9,155,None
6473,1800.0,9,158,None
6475,10.0,9,162,None
6487,110.0,9,124,None
6489,4.2,9,137,None
6491,4.0,9,149,None
6493,0.6,9,154,None
6495,0.004,9,157,None
6497,0.5,9,159,None
6508,75.0,16,119,None
6510,3500.0,16,138,None
6512,4.5,16,149,None
6514,0.1,16,155,None
6516,1800.0,16,158,None
6518,20.0,16,162,None
6542,8.0,16,134,None
6544,4.5,16,149,None
6546,0.1,16,155,None
6548,1800.0,16,158,None
6550,10.0,16,162,None
6552,60.0,1,134,None
6554,0.5,1,146,None
6556,0.6,1,152,None
6558,0.008,1,157,None
6560,0.5,1,159,None
6562,6.5,3,137,None
6564,1.0,3,152,None
6566,0.2,3,155,None
6568,1800.0,3,158,None
6570,25.0,3,162,None
6582,75.0,16,119,None
6584,3500.0,16,138,None
6586,4.5,16,149,None
6588,0.1,16,155,None
6590,2.0,16,158,None
6592,10.0,16,162,None
6593,120.0,3,124,None
6595,6.5,3,137,None
6597,4.5,3,149,None
6599,1.0,3,154,None
6601,0.004,3,157,None
6603,0.5,3,159,None
6645,8.0,16,136,None
6647,0.22,16,147,None
6649,0.6,16,152,None
6651,0.004,16,157,None
6653,0.5,16,159,None
6655,60.0,1,134,None
6657,0.6,1,146,None
6659,0.12,1,155,None
6661,1800.0,1,158,None
6663,10.0,1,162,None
6680,4.5,1,149,None
6682,1.0,1,154,None
6684,0.004,1,157,None
6686,0.5,1,159,None
6700,50.0,12,134,None
6702,2.5,12,146,None
6704,0.5,12,152,None
6706,0.004,12,157,None
6708,0.5,12,159,None
6754,55.0,1,134,None
6756,0.5,1,146,None
6758,0.12,1,155,None
6760,1800.0,1,158,None
6762,8.0,1,162,None
6764,3.0,16,136,None
6766,0.22,16,147,None
6768,0.6,16,152,None
6770,0.004,16,157,None
6772,0.7,16,159,None
1016,3.0,232,None,None
978,75.0,227,None,None
3022,0.0,16,140,None
1024,3.0,233,None,None
1111,1.0,255,None,None
1017,1.0,232,None,None
992,75.0,229,None,None
999,75.0,230,None,None
