id,code,name,currency,number_box,number_pallet,entity,color,usage,model,export,quality,size,weight,tickness,image
240,211311045146,سه راهی تبدیل 45 درجه سه سر کوپل 45 * 63 * 110 سفید,عدد,34,15,سه راهی,سفید,فاضلابی,قدیمی,False,درجه 1,110,0.473,0,
241,211311045154,سه راهی 45 * 110 درجه سه سر کوپل سفید,عدد,19,15,,سفید,فاضلابی,سه سر کوپل,False,درجه 1,110,0.708,0,
242,211406387179,زانو خم 87.5 * 63 سفید,عدد,1,1,زانو,سفید,فاضلابی,قدیمی,False,درجه 1,63,1.0,0,
243,211411087180,زانو خم 87.5 * 110 سفید,عدد,36,15,زانو,سفید,فاضلابی,قدیمی,False,درجه 1,110,0.4,0,
244,211506300117,رابط نر و ماده ( موفه ) 63 سفید,عدد,1,1,موفه,سفید,فاضلابی,قدیمی,False,درجه 1,63,1.0,0,
245,211509000118,رابط نر و ماده ( موفه ) 90 سفید,عدد,1,1,موفه,سفید,فاضلابی,قدیمی,False,درجه 1,90,1.0,0,
246,211511000119,رابط نر و ماده ( موفه ) 110 سفید,عدد,63,15,موفه,سفید,فاضلابی,قدیمی,False,درجه 1,110,0.198,0,
247,211611045167,چهار راهی 45 * 110 درجه سفید,عدد,1,1,چهار راهی,سفید,فاضلابی,قدیمی,False,درجه 1,110,1.0,0,
248,211700090051,سیفون پایه دار 90 درجه NEW سفید,عدد,1,1,,سفید,فاضلابی,جدید,False,درجه 1,90,0.354,0,
249,211706335112,سیفون  پایه دار 63 سفید,عدد,65,25,سیفون  پایه دار,سفید,فاضلابی,قدیمی,False,درجه 1,63,1.0,0,
250,211707535113,سیفون  پایه دار 75 سفید,عدد,1,1,سیفون  پایه دار,سفید,فاضلابی,قدیمی,False,درجه 1,75,1.0,0,
251,211709035114,سیفون  پایه دار 90 سفید,عدد,40,15,سیفون  پایه دار,سفید,فاضلابی,قدیمی,False,درجه 1,90,0.412,35,
252,211711035115,سیفون پایه دار 110 * 110 سفید,عدد,25,15,سیفون  پایه دار,سفید,فاضلابی,قدیمی,False,درجه 1,110,0.577,35,
253,211712510206,سیفون پایه دار 110 * 125 NEWسفید,عدد,27,15,,سفید,فاضلابی,جدید,False,درجه 1,125,0.576,10,
254,211712535116,سیفون پایه دار 110 * 125 سفید,عدد,1,1,سیفون  پایه دار,سفید,فاضلابی,قدیمی,False,درجه 1,125,1.0,90,
255,2118063135,سیفون  پایه دار 63 NEW سفید,عدد,75,25,,سفید,فاضلابی,جدید,False,درجه 1,63,0.165,90,
